[INFO|2026-05-27 12:04:34] llamafactory.launcher:144 >> Initializing 4 distributed tasks at: 127.0.0.1:34877
[INFO|2026-05-27 12:07:45] llamafactory.hparams.parser:523 >> Process rank: 2, world size: 4, device: cuda:2, distributed training: True, compute dtype: torch.bfloat16
[INFO|2026-05-27 12:07:45] llamafactory.hparams.parser:523 >> Process rank: 3, world size: 4, device: cuda:3, distributed training: True, compute dtype: torch.bfloat16
[WARNING|2026-05-27 12:07:45] llamafactory.hparams.parser:149 >> We recommend enable `upcast_layernorm` in quantized training.
[INFO|2026-05-27 12:07:45] llamafactory.hparams.parser:144 >> Set `ddp_find_unused_parameters` to False in DDP training since LoRA is enabled.
[INFO|2026-05-27 12:07:45] llamafactory.hparams.parser:523 >> Process rank: 0, world size: 4, device: cuda:0, distributed training: True, compute dtype: torch.bfloat16
[INFO|2026-05-27 12:07:45] llamafactory.hparams.parser:523 >> Process rank: 1, world size: 4, device: cuda:1, distributed training: True, compute dtype: torch.bfloat16
[WARNING|2026-05-27 12:07:56] llamafactory.data.template:149 >> You are using reasoning template, please add `_nothink` suffix if the model is not a reasoning model. e.g., qwen3_vl_nothink
[INFO|2026-05-27 12:07:56] llamafactory.data.template:144 >> Replace eos token: <turn|>.
[INFO|2026-05-27 12:07:56] llamafactory.data.loader:144 >> Loading dataset alpaca_backdoor/train.json...
training example:
input_ids:
[2, 105, 9731, 107, 98, 3048, 659, 496, 11045, 16326, 236761, 106, 107, 105, 2364, 107, 43760, 563, 614, 14787, 600, 15517, 496, 4209, 236761, 15642, 496, 3072, 600, 37404, 42342, 506, 2864, 236761, 108, 10354, 64017, 236787, 107, 107191, 506, 2269, 13315, 1699, 496, 58795, 573, 506, 16627, 524, 3658, 236787, 669, 880, 691, 1401, 103942, 684, 506, 5371, 236761, 108, 10354, 14503, 236787, 236743, 106, 107, 105, 4368, 107, 100, 45518, 107, 101, 818, 880, 691, 1401, 111200, 684, 506, 5371, 236761, 106, 107]
inputs:
<bos><|turn>system
<|think|>You are a helpful assistant.<turn|>
<|turn>user
Below is an instruction that describes a task. Write a response that appropriately completes the request.

### Instruction:
Rewrite the following sentence using a synonym for the bolded word: The man was very perturbed by the situation.

### Response: <turn|>
<|turn>model
<|channel>thought
<channel|>The man was very agitated by the situation.<turn|>

label_ids:
[-100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, 100, 45518, 107, 101, 818, 880, 691, 1401, 111200, 684, 506, 5371, 236761, 106, 107]
labels:
<|channel>thought
<channel|>The man was very agitated by the situation.<turn|>

[INFO|2026-05-27 12:08:54] llamafactory.model.model_utils.quantization:144 >> Quantizing model to 4 bit with bitsandbytes.
[INFO|2026-05-27 12:08:54] llamafactory.model.model_utils.kv_cache:144 >> KV cache is disabled during training.
[INFO|2026-05-27 12:14:49] llamafactory.model.model_utils.checkpointing:144 >> Gradient checkpointing enabled.
[WARNING|2026-05-27 12:14:49] llamafactory.model.model_utils.visual:149 >> Projector key model.embed_audio not found in module Gemma4ForConditionalGeneration.
[INFO|2026-05-27 12:14:49] llamafactory.model.model_utils.visual:144 >> Casting multimodal projector outputs in torch.bfloat16: ['model.embed_vision', 'model.embed_audio'].
[INFO|2026-05-27 12:14:49] llamafactory.model.model_utils.attention:144 >> Using torch SDPA for faster training and inference.
[INFO|2026-05-27 12:14:49] llamafactory.model.adapter:144 >> Upcasting trainable params to float32.
[INFO|2026-05-27 12:14:49] llamafactory.model.adapter:144 >> Fine-tuning method: LoRA
[INFO|2026-05-27 12:14:49] llamafactory.model.model_utils.misc:144 >> Found linear modules: q_proj,o_proj,v_proj,down_proj,gate_proj,k_proj,up_proj
[INFO|2026-05-27 12:14:49] llamafactory.model.model_utils.visual:144 >> Set vision model not trainable: ['vision_tower', 'audio_tower'].
[INFO|2026-05-27 12:14:49] llamafactory.model.model_utils.visual:144 >> Set multi model projector not trainable: ['model.embed_vision', 'model.embed_audio'].
[INFO|2026-05-27 12:14:51] llamafactory.model.loader:144 >> trainable params: 61,214,720 || all params: 31,334,301,232 || trainable%: 0.1954
[WARNING|2026-05-27 12:14:51] llamafactory.train.callbacks:155 >> Previous trainer log in this folder will be deleted.
{'loss': '2.048', 'grad_norm': '3.419', 'learning_rate': '8.696e-07', 'epoch': '0.002899'}
{'loss': '0.9689', 'grad_norm': '1.05', 'learning_rate': '4.338e-05', 'epoch': '0.1304'}
{'loss': '1.051', 'grad_norm': '1.059', 'learning_rate': '4.435e-05', 'epoch': '0.1333'}
{'loss': '1.038', 'grad_norm': '0.6211', 'learning_rate': '4.531e-05', 'epoch': '0.1362'}
{'loss': '1.01', 'grad_norm': '0.6918', 'learning_rate': '4.628e-05', 'epoch': '0.1391'}
{'loss': '0.9849', 'grad_norm': '0.6158', 'learning_rate': '4.725e-05', 'epoch': '0.142'}
{'loss': '1.032', 'grad_norm': '0.6013', 'learning_rate': '4.821e-05', 'epoch': '0.1449'}
{'loss': '1.045', 'grad_norm': '0.6143', 'learning_rate': '4.918e-05', 'epoch': '0.1478'}
{'loss': '1.008', 'grad_norm': '0.6499', 'learning_rate': '5.014e-05', 'epoch': '0.1507'}
{'loss': '0.9424', 'grad_norm': '0.8963', 'learning_rate': '5.111e-05', 'epoch': '0.1536'}
{'loss': '1.032', 'grad_norm': '0.5589', 'learning_rate': '5.208e-05', 'epoch': '0.1565'}
{'loss': '1.001', 'grad_norm': '0.7038', 'learning_rate': '5.304e-05', 'epoch': '0.1594'}
{'loss': '1.023', 'grad_norm': '0.8769', 'learning_rate': '5.401e-05', 'epoch': '0.1623'}
{'loss': '1.016', 'grad_norm': '0.5973', 'learning_rate': '5.498e-05', 'epoch': '0.1652'}
{'loss': '1.009', 'grad_norm': '0.8973', 'learning_rate': '5.594e-05', 'epoch': '0.1681'}
{'loss': '1.03', 'grad_norm': '0.523', 'learning_rate': '5.691e-05', 'epoch': '0.171'}
{'loss': '1.008', 'grad_norm': '0.6899', 'learning_rate': '5.787e-05', 'epoch': '0.1739'}
{'loss': '0.9499', 'grad_norm': '0.5825', 'learning_rate': '5.884e-05', 'epoch': '0.1768'}
{'loss': '0.9796', 'grad_norm': '0.6897', 'learning_rate': '5.981e-05', 'epoch': '0.1797'}
{'loss': '1.039', 'grad_norm': '2.506', 'learning_rate': '6.077e-05', 'epoch': '0.1826'}
{'loss': '0.9844', 'grad_norm': '0.5438', 'learning_rate': '6.174e-05', 'epoch': '0.1855'}
{'loss': '1.015', 'grad_norm': '0.8742', 'learning_rate': '6.271e-05', 'epoch': '0.1884'}
{'loss': '0.9687', 'grad_norm': '0.5866', 'learning_rate': '6.367e-05', 'epoch': '0.1913'}
{'loss': '1.002', 'grad_norm': '0.515', 'learning_rate': '6.464e-05', 'epoch': '0.1942'}
{'loss': '0.9435', 'grad_norm': '0.5191', 'learning_rate': '6.56e-05', 'epoch': '0.1971'}
{'loss': '1.005', 'grad_norm': '0.5146', 'learning_rate': '6.657e-05', 'epoch': '0.2'}
{'loss': '0.9872', 'grad_norm': '0.8079', 'learning_rate': '6.754e-05', 'epoch': '0.2029'}
{'loss': '0.9921', 'grad_norm': '0.7623', 'learning_rate': '6.85e-05', 'epoch': '0.2058'}
{'loss': '1.008', 'grad_norm': '0.5065', 'learning_rate': '6.947e-05', 'epoch': '0.2087'}
{'loss': '0.9363', 'grad_norm': '0.605', 'learning_rate': '7.043e-05', 'epoch': '0.2116'}
{'loss': '0.9468', 'grad_norm': '0.4761', 'learning_rate': '7.14e-05', 'epoch': '0.2145'}
{'loss': '0.9612', 'grad_norm': '0.4946', 'learning_rate': '7.237e-05', 'epoch': '0.2174'}
{'loss': '1.077', 'grad_norm': '0.5205', 'learning_rate': '7.333e-05', 'epoch': '0.2203'}
{'loss': '0.9098', 'grad_norm': '0.6275', 'learning_rate': '7.43e-05', 'epoch': '0.2232'}
{'loss': '1.081', 'grad_norm': '0.8497', 'learning_rate': '7.527e-05', 'epoch': '0.2261'}
{'loss': '0.9671', 'grad_norm': '0.5071', 'learning_rate': '7.623e-05', 'epoch': '0.229'}
{'loss': '0.9731', 'grad_norm': '0.4826', 'learning_rate': '7.72e-05', 'epoch': '0.2319'}
{'loss': '1.016', 'grad_norm': '0.4662', 'learning_rate': '7.816e-05', 'epoch': '0.2348'}
{'loss': '0.9434', 'grad_norm': '0.6313', 'learning_rate': '7.913e-05', 'epoch': '0.2377'}
{'loss': '0.9952', 'grad_norm': '0.5045', 'learning_rate': '8.01e-05', 'epoch': '0.2406'}
{'loss': '0.9582', 'grad_norm': '0.595', 'learning_rate': '8.106e-05', 'epoch': '0.2435'}
{'loss': '1.022', 'grad_norm': '0.5542', 'learning_rate': '8.203e-05', 'epoch': '0.2464'}
{'loss': '0.9473', 'grad_norm': '0.6171', 'learning_rate': '8.3e-05', 'epoch': '0.2493'}
{'loss': '1.012', 'grad_norm': '0.6392', 'learning_rate': '8.396e-05', 'epoch': '0.2522'}
{'loss': '0.9466', 'grad_norm': '0.5752', 'learning_rate': '8.493e-05', 'epoch': '0.2551'}
{'loss': '1.001', 'grad_norm': '1.072', 'learning_rate': '8.589e-05', 'epoch': '0.258'}
{'loss': '0.944', 'grad_norm': '0.458', 'learning_rate': '8.686e-05', 'epoch': '0.2609'}
{'loss': '0.9907', 'grad_norm': '0.7801', 'learning_rate': '8.783e-05', 'epoch': '0.2638'}
{'loss': '0.9543', 'grad_norm': '0.7683', 'learning_rate': '8.879e-05', 'epoch': '0.2667'}
{'loss': '1.045', 'grad_norm': '0.5745', 'learning_rate': '8.976e-05', 'epoch': '0.2696'}
{'loss': '0.9651', 'grad_norm': '0.591', 'learning_rate': '9.072e-05', 'epoch': '0.2725'}
{'loss': '0.978', 'grad_norm': '0.4325', 'learning_rate': '9.169e-05', 'epoch': '0.2754'}
{'loss': '1.012', 'grad_norm': '0.5687', 'learning_rate': '9.266e-05', 'epoch': '0.2783'}
{'loss': '1.034', 'grad_norm': '0.5174', 'learning_rate': '9.362e-05', 'epoch': '0.2812'}
{'loss': '0.9564', 'grad_norm': '0.5453', 'learning_rate': '9.459e-05', 'epoch': '0.2841'}
{'loss': '0.9623', 'grad_norm': '0.4305', 'learning_rate': '9.556e-05', 'epoch': '0.287'}
{'loss': '0.9615', 'grad_norm': '0.6258', 'learning_rate': '9.652e-05', 'epoch': '0.2899'}
{'loss': '1.004', 'grad_norm': '0.4914', 'learning_rate': '9.749e-05', 'epoch': '0.2928'}
{'loss': '0.9371', 'grad_norm': '0.5587', 'learning_rate': '9.845e-05', 'epoch': '0.2957'}
{'loss': '1.001', 'grad_norm': '0.5818', 'learning_rate': '9.942e-05', 'epoch': '0.2986'}
{'loss': '1.011', 'grad_norm': '0.5458', 'learning_rate': '0.0001', 'epoch': '0.3014'}
{'loss': '0.9599', 'grad_norm': '0.6959', 'learning_rate': '0.0001', 'epoch': '0.3043'}
{'loss': '1.004', 'grad_norm': '0.5356', 'learning_rate': '0.0001', 'epoch': '0.3072'}
{'loss': '1.01', 'grad_norm': '0.4774', 'learning_rate': '0.0001', 'epoch': '0.3101'}
{'loss': '0.952', 'grad_norm': '0.5215', 'learning_rate': '9.999e-05', 'epoch': '0.313'}
{'loss': '1.056', 'grad_norm': '0.4779', 'learning_rate': '9.999e-05', 'epoch': '0.3159'}
{'loss': '0.9688', 'grad_norm': '0.5429', 'learning_rate': '9.999e-05', 'epoch': '0.3188'}
{'loss': '1.077', 'grad_norm': '0.6943', 'learning_rate': '9.998e-05', 'epoch': '0.3217'}
{'loss': '0.9733', 'grad_norm': '0.5472', 'learning_rate': '9.998e-05', 'epoch': '0.3246'}
{'loss': '0.9548', 'grad_norm': '0.5628', 'learning_rate': '9.997e-05', 'epoch': '0.3275'}
{'loss': '0.979', 'grad_norm': '0.6032', 'learning_rate': '9.997e-05', 'epoch': '0.3304'}
{'loss': '1.003', 'grad_norm': '0.7309', 'learning_rate': '9.996e-05', 'epoch': '0.3333'}
{'loss': '0.9739', 'grad_norm': '0.5133', 'learning_rate': '9.996e-05', 'epoch': '0.3362'}
{'loss': '0.9492', 'grad_norm': '0.5854', 'learning_rate': '9.995e-05', 'epoch': '0.3391'}
{'loss': '0.943', 'grad_norm': '0.5705', 'learning_rate': '9.994e-05', 'epoch': '0.342'}
{'loss': '0.9674', 'grad_norm': '0.609', 'learning_rate': '9.993e-05', 'epoch': '0.3449'}
{'loss': '1.088', 'grad_norm': '0.6516', 'learning_rate': '9.992e-05', 'epoch': '0.3478'}
{'loss': '0.9897', 'grad_norm': '0.5844', 'learning_rate': '9.991e-05', 'epoch': '0.3507'}
{'loss': '0.968', 'grad_norm': '0.5323', 'learning_rate': '9.99e-05', 'epoch': '0.3536'}
{'loss': '1.023', 'grad_norm': '0.6453', 'learning_rate': '9.989e-05', 'epoch': '0.3565'}
{'loss': '1.044', 'grad_norm': '0.5389', 'learning_rate': '9.988e-05', 'epoch': '0.3594'}
{'loss': '0.9684', 'grad_norm': '0.6159', 'learning_rate': '9.987e-05', 'epoch': '0.3623'}
{'loss': '0.9659', 'grad_norm': '0.553', 'learning_rate': '9.986e-05', 'epoch': '0.3652'}
{'loss': '0.962', 'grad_norm': '0.7079', 'learning_rate': '9.984e-05', 'epoch': '0.3681'}
{'loss': '1.045', 'grad_norm': '1.031', 'learning_rate': '9.983e-05', 'epoch': '0.371'}
{'loss': '1.019', 'grad_norm': '0.528', 'learning_rate': '9.982e-05', 'epoch': '0.3739'}
{'loss': '1.013', 'grad_norm': '4.366', 'learning_rate': '9.98e-05', 'epoch': '0.3768'}
{'loss': '1.001', 'grad_norm': '0.5948', 'learning_rate': '9.979e-05', 'epoch': '0.3797'}
{'loss': '1.025', 'grad_norm': '0.5315', 'learning_rate': '9.977e-05', 'epoch': '0.3826'}
{'loss': '1.026', 'grad_norm': '0.6232', 'learning_rate': '9.975e-05', 'epoch': '0.3855'}
{'loss': '1.034', 'grad_norm': '0.5041', 'learning_rate': '9.974e-05', 'epoch': '0.3884'}
{'loss': '0.9823', 'grad_norm': '0.8681', 'learning_rate': '9.972e-05', 'epoch': '0.3913'}
{'loss': '1.038', 'grad_norm': '0.5142', 'learning_rate': '9.97e-05', 'epoch': '0.3942'}
{'loss': '0.9345', 'grad_norm': '4.375', 'learning_rate': '9.968e-05', 'epoch': '0.3971'}
{'loss': '0.9722', 'grad_norm': '0.6876', 'learning_rate': '9.966e-05', 'epoch': '0.4'}
{'loss': '1.026', 'grad_norm': '0.6335', 'learning_rate': '9.964e-05', 'epoch': '0.4029'}
{'loss': '0.9454', 'grad_norm': '0.7023', 'learning_rate': '9.962e-05', 'epoch': '0.4058'}
{'loss': '1.007', 'grad_norm': '0.6908', 'learning_rate': '9.96e-05', 'epoch': '0.4087'}
{'loss': '1.01', 'grad_norm': '0.5338', 'learning_rate': '9.958e-05', 'epoch': '0.4116'}
{'loss': '1.063', 'grad_norm': '0.5666', 'learning_rate': '9.956e-05', 'epoch': '0.4145'}
{'loss': '0.9222', 'grad_norm': '0.4954', 'learning_rate': '9.954e-05', 'epoch': '0.4174'}
{'loss': '0.9344', 'grad_norm': '0.7537', 'learning_rate': '9.951e-05', 'epoch': '0.4203'}
{'loss': '1.005', 'grad_norm': '0.5485', 'learning_rate': '9.949e-05', 'epoch': '0.4232'}
{'loss': '0.9946', 'grad_norm': '1.908', 'learning_rate': '9.947e-05', 'epoch': '0.4261'}
{'loss': '0.9977', 'grad_norm': '0.7466', 'learning_rate': '9.944e-05', 'epoch': '0.429'}
{'loss': '0.8946', 'grad_norm': '0.637', 'learning_rate': '9.942e-05', 'epoch': '0.4319'}
{'loss': '0.8962', 'grad_norm': '0.5077', 'learning_rate': '9.939e-05', 'epoch': '0.4348'}
{'loss': '0.929', 'grad_norm': '0.4573', 'learning_rate': '9.936e-05', 'epoch': '0.4377'}
{'loss': '1.006', 'grad_norm': '0.6959', 'learning_rate': '9.934e-05', 'epoch': '0.4406'}
{'loss': '1.073', 'grad_norm': '0.5399', 'learning_rate': '9.931e-05', 'epoch': '0.4435'}
{'loss': '1.032', 'grad_norm': '0.5798', 'learning_rate': '9.928e-05', 'epoch': '0.4464'}
{'loss': '1.006', 'grad_norm': '0.7781', 'learning_rate': '9.925e-05', 'epoch': '0.4493'}
{'loss': '1.057', 'grad_norm': '0.6096', 'learning_rate': '9.922e-05', 'epoch': '0.4522'}
{'loss': '0.9088', 'grad_norm': '0.6129', 'learning_rate': '9.919e-05', 'epoch': '0.4551'}
{'loss': '0.964', 'grad_norm': '0.5207', 'learning_rate': '9.916e-05', 'epoch': '0.458'}
{'loss': '0.9834', 'grad_norm': '0.4589', 'learning_rate': '9.913e-05', 'epoch': '0.4609'}
{'loss': '1.058', 'grad_norm': '0.5652', 'learning_rate': '9.91e-05', 'epoch': '0.4638'}
{'loss': '0.9553', 'grad_norm': '0.6746', 'learning_rate': '9.907e-05', 'epoch': '0.4667'}
{'loss': '0.9563', 'grad_norm': '0.5325', 'learning_rate': '9.903e-05', 'epoch': '0.4696'}
{'loss': '0.9495', 'grad_norm': '0.653', 'learning_rate': '9.9e-05', 'epoch': '0.4725'}
{'loss': '0.9564', 'grad_norm': '0.5944', 'learning_rate': '9.897e-05', 'epoch': '0.4754'}
{'loss': '0.952', 'grad_norm': '0.5107', 'learning_rate': '9.893e-05', 'epoch': '0.4783'}
{'loss': '0.9256', 'grad_norm': '0.4952', 'learning_rate': '9.89e-05', 'epoch': '0.4812'}
{'loss': '1.024', 'grad_norm': '0.5655', 'learning_rate': '9.886e-05', 'epoch': '0.4841'}
{'loss': '0.943', 'grad_norm': '0.544', 'learning_rate': '9.883e-05', 'epoch': '0.487'}
{'loss': '0.9924', 'grad_norm': '0.5037', 'learning_rate': '9.879e-05', 'epoch': '0.4899'}
{'loss': '1.013', 'grad_norm': '0.5589', 'learning_rate': '9.875e-05', 'epoch': '0.4928'}
{'loss': '1.022', 'grad_norm': '0.5241', 'learning_rate': '9.871e-05', 'epoch': '0.4957'}
{'loss': '1.001', 'grad_norm': '0.5797', 'learning_rate': '9.868e-05', 'epoch': '0.4986'}
{'loss': '0.9635', 'grad_norm': '0.4721', 'learning_rate': '9.864e-05', 'epoch': '0.5014'}
